country,harvest_group,crop_year,crop_year_beg,crop_year_end,production_1k_bags,production_kg,production_lb
Costa Rica,October,2016/17,2016,2017,1371.8963,82313778.0,181470817.06873885
Côte d'Ivoire,October,2016/17,2016,2017,1117.4045,67044270.0,147807314.3074193
Democratic Republic of Congo,October,2016/17,2016,2017,279.3877,16763262.0,36956666.621198475
El Salvador,October,2016/17,2016,2017,609.9996,36599976.0,80689135.04876707
Equatorial Guinea,October,2016/17,2016,2017,0.0,0.0,0.0
Ethiopia,October,2016/17,2016,2017,7142.9796,428578776.0,944854464.8143839
Gabon,October,2016/17,2016,2017,0.5,30000.0,66138.6786555
Ghana,October,2016/17,2016,2017,26.1091,1566546.0000000002,3453642.7497686306
Guatemala,October,2016/17,2016,2017,3684.209,221052540.0,487337430.30140203
Guinea,October,2016/17,2016,2017,269.9426,16196556.000000002,35707293.75366035
Guyana,October,2016/17,2016,2017,9.6326,577956.0,1274174.8720339385
Honduras,October,2016/17,2016,2017,7456.8976,447413856.00000006,986378708.2667385
India,October,2016/17,2016,2017,6160.9436,369656616.0,814953337.9501187
Jamaica,October,2016/17,2016,2017,18.0447,1082681.9999999998,2386905.2294698013
Kenya,October,2016/17,2016,2017,792.7675,47566050.0,104865189.8620482
Lao People's Democratic Republic,October,2016/17,2016,2017,510.3258,30619548.0,67504548.19162193
Liberia,October,2016/17,2016,2017,12.0867,725202.0,1598796.7346108637
Mexico,October,2016/17,2016,2017,3635.2949,218117694.0,480867202.418156
Nepal,October,2016/17,2016,2017,1.4328,85968.00000000001,189526.99755520083
Nicaragua,October,2016/17,2016,2017,2555.2981,153317886.0,338008079.8098194
Nigeria,October,2016/17,2016,2017,43.3182,2599092.0,5730017.01946936
Panama,October,2016/17,2016,2017,120.1902,7211412.000000001,15898442.030680554
Sierra Leone,October,2016/17,2016,2017,37.9217,2275302.0000000005,5016182.26074055
Sri Lanka,October,2016/17,2016,2017,36.7161,2202966.0,4856708.678766407
Thailand,October,2016/17,2016,2017,537.5435,32252610.0,71104833.61970553
Togo,October,2016/17,2016,2017,23.2772,1396632.0,3079046.5015996094
Trinidad & Tobago,October,2016/17,2016,2017,11.7911,707466.0,1559695.5477897322
Uganda,October,2016/17,2016,2017,4962.158,297729480.0,656381146.7996372
Venezuela,October,2016/17,2016,2017,525.0,31500000.0,69445612.588275
Viet Nam,October,2016/17,2016,2017,27819.1762,1669150572.0000002,3679847110.3050675
Yemen,October,2016/17,2016,2017,143.4533,8607198.000000002,18975623.421542082
Angola,April,2017/18,2017,2018,35.006,2100360.0,4630501.170028866
Bolivia (Plurinational State of),April,2017/18,2017,2018,83.8112,5028672.0,11086324.049063683
Brazil,April,2017/18,2017,2018,52739.8179,3164389074.0,6976283736.875374
Burundi,April,2017/18,2017,2018,202.1079,12126474.0,26734298.903675858
Ecuador,April,2017/18,2017,2018,623.5744,37414464.0,82484773.71879244
Indonesia,April,2017/18,2017,2018,10852.3153,651138918.0,1435515588.5897322
Madagascar,April,2017/18,2017,2018,404.1924,24251544.0,53465502.517190635
Malawi,April,2017/18,2017,2018,14.4703,868218.0,1914093.0434973633
Papua New Guinea,April,2017/18,2017,2018,733.9382,44036292.00000001,97083405.5255922
Paraguay,April,2017/18,2017,2018,20.0013,1200078.0,2645719.1067845044
Peru,April,2017/18,2017,2018,4279.0832,256744992.0,566025817.4098973
Rwanda,April,2017/18,2017,2018,264.4524,15867144.000000002,34981064.6065515
Timor-Leste,April,2017/18,2017,2018,64.8923,3893538.0,8583781.953832606
Zimbabwe,April,2017/18,2017,2018,6.8019,408114.0,899737.3566936909
Congo,July,2017/18,2017,2018,3.0001,180006.00000000003,396845.29966873117
Cuba,July,2017/18,2017,2018,113.2259,6793554.0,14977222.831159554
Dominican Republic,July,2017/18,2017,2018,412.4251,24745506.0,54554502.316724904
Haiti,July,2017/18,2017,2018,342.3802,20542812.0,45289148.05161164
Philippines,July,2017/18,2017,2018,203.3179,12199074.000000002,26894354.50602217
Tanzania,July,2017/18,2017,2018,783.4034,47004204.0,103626531.46045226
Zambia,July,2017/18,2017,2018,18.6156,1116936.0000000002,2462422.372758652
Cameroon,October,2017/18,2017,2018,369.5529,22173174.0,48883480.998616256
Central African Republic,October,2017/18,2017,2018,59.914,3594840.0,7925265.585931254
Colombia,October,2017/18,2017,2018,13824.0725,829444350.0,1828611777.575669
Costa Rica,October,2017/18,2017,2018,1560.6803,93640818.0,206442665.6913387
Côte d'Ivoire,October,2017/18,2017,2018,1623.8487,97430922.0,214798414.70890284
Democratic Republic of Congo,October,2017/18,2017,2018,381.7013,22902078.0,50490439.2461732
El Salvador,October,2017/18,2017,2018,759.6124,45576744.0,100479520.85266626
Equatorial Guinea,October,2017/18,2017,2018,0.051,3060.0,6746.145222861
Ethiopia,October,2017/18,2017,2018,7346.7332,440803991.99999994,971806452.5649863
Gabon,October,2017/18,2017,2018,0.2563,15377.999999999996,33902.686678809296
Ghana,October,2017/18,2017,2018,12.9667,778001.9999999999,1715200.8090445434
Guatemala,October,2017/18,2017,2018,3733.7261,224023565.99999997,493887421.43110645
Guinea,October,2017/18,2017,2018,229.1869,13751214.0,30316237.462300427
Guyana,October,2017/18,2017,2018,9.9283,595698.0,1313289.2865908013
Honduras,October,2017/18,2017,2018,7559.768,453586080.0,999986132.9242638
India,October,2017/18,2017,2018,5813.2238,348793428.0,768957881.7214092
Jamaica,October,2017/18,2017,2018,19.0548,1143288.0,2520518.588089643
Kenya,October,2017/18,2017,2018,789.5168,47371008.0,104435195.85663733
Lao People's Democratic Republic,October,2017/18,2017,2018,533.3697,32002181.999999996,70552734.38576087
Liberia,October,2017/18,2017,2018,16.305,978300.0,2156782.310955855
Mexico,October,2017/18,2017,2018,4484.5814,269074884.0,593208576.2380646
Nepal,October,2017/18,2017,2018,2.4527,147162.00000000003,324436.67427668977
Nicaragua,October,2017/18,2017,2018,2642.2854,158537124.00000003,349514529.9734386
Nigeria,October,2017/18,2017,2018,42.2881,2537286.0,5593758.113703299
Panama,October,2017/18,2017,2018,104.5621,6273726.0,13831198.262888514
Sierra Leone,October,2017/18,2017,2018,37.9464,2276783.9999999995,5019449.51146613
Sri Lanka,October,2017/18,2017,2018,36.7829,2206974.0,4865544.806234782
Thailand,October,2017/18,2017,2018,638.2325,38293950.0,84423708.4499928
Togo,October,2017/18,2017,2018,114.7158,6882948.0,15174302.865817213
Trinidad & Tobago,October,2017/18,2017,2018,12.0009,720054.0,1587447.33735358
Uganda,October,2017/18,2017,2018,4596.813,275808780.0,608054275.6928499
Venezuela,October,2017/18,2017,2018,571.5128,34290767.99999999,75598202.85341007
Viet Nam,October,2017/18,2017,2018,33432.499,2005949940.0000002,4422362616.022651
Yemen,October,2017/18,2017,2018,132.1281,7927685.999999998,17477555.894523535
Angola,April,2018/19,2018,2019,41.9027,2514162.0000000005,5542778.420195641
Bolivia (Plurinational State of),April,2018/19,2018,2019,82.5687,4954122.000000001,10921969.432604767
Brazil,April,2018/19,2018,2019,65130.7997,3907847982.0,8615330063.868073
Burundi,April,2018/19,2018,2019,204.3391,12260346.0,27029436.14330816
Ecuador,April,2018/19,2018,2019,496.0001,29760006.0,65609582.45399173
Indonesia,April,2018/19,2018,2019,9617.5942,577055652.0,1272189944.4656012
Madagascar,April,2018/19,2018,2019,379.3768,22762608.0,50182960.529103786
Malawi,April,2018/19,2018,2019,12.8656,771936.0,1701827.5682204016
Papua New Guinea,April,2018/19,2018,2019,930.369,55822140.0,123066752.64407776
Paraguay,April,2018/19,2018,2019,20.0135,1200810.0,2647332.8905436983
Peru,April,2018/19,2018,2019,4263.3391,255800346.00000003,563943229.4686573
Rwanda,April,2018/19,2018,2019,379.8448,22790688.000000004,50244866.33232534
Timor-Leste,April,2018/19,2018,2019,139.0966,8345796.0,18399330.658945244
Zimbabwe,April,2018/19,2018,2019,9.8786,592716.0,1306715.1019324446
Congo,July,2018/19,2018,2019,3.013,180780.0,398551.677578043
Cuba,July,2018/19,2018,2019,127.651,7659060.0,16885336.938106462
Dominican Republic,July,2018/19,2018,2019,430.9097,25854582.0,56999596.35567582
Haiti,July,2018/19,2018,2019,346.8916,20813496.0,45885904.12138449
Philippines,July,2018/19,2018,2019,206.2102,12372611.999999998,27276940.30657277
Tanzania,July,2018/19,2018,2019,1174.8593,70491558.0,155407283.41625133
Zambia,July,2018/19,2018,2019,34.2825,2056950.0,4534798.502014358
Cameroon,October,2018/19,2018,2019,309.5907,18575442.0,40951839.64406261
Central African Republic,October,2018/19,2018,2019,37.135,2228100.0,4912119.663743985
Colombia,October,2018/19,2018,2019,13865.962,831957720.0,1834152809.9347482
Costa Rica,October,2018/19,2018,2019,1426.6568,85599408.0,188714391.29376787
Côte d'Ivoire,October,2018/19,2018,2019,2175.3233,130519397.99999999,287746017.42104363
Democratic Republic of Congo,October,2018/19,2018,2019,397.1427,23828562.0,52532986.83135528
El Salvador,October,2018/19,2018,2019,760.9228,45655368.0,100652857.1016866
Equatorial Guinea,October,2018/19,2018,2019,0.007,420.0,925.941501177
Ethiopia,October,2018/19,2018,2019,7511.2234,450673403.99999994,993564781.5245441
Gabon,October,2018/19,2018,2019,0.5325,31950.0,70437.6927681075
Ghana,October,2018/19,2018,2019,14.7455,884730.0,1950495.7722293504
Guatemala,October,2018/19,2018,2019,4006.7343,240404058.00000003,530000224.65133953
Guinea,October,2018/19,2018,2019,152.9537,9177222.0,20232311.2269395
Guyana,October,2018/19,2018,2019,9.9845,599070.0,1320723.2740716795
Honduras,October,2018/19,2018,2019,7152.8803,429172818.0,946164103.2459129
India,October,2018/19,2018,2019,5325.392,319523520.0,704428780.4051409
Jamaica,October,2018/19,2018,2019,17.8543,1071258.0,2361719.6206377875
Kenya,October,2018/19,2018,2019,930.4196,55825176.0,123073445.8783577
Lao People's Democratic Republic,October,2018/19,2018,2019,646.783,38806980.0,85554745.9936805
Liberia,October,2018/19,2018,2019,5.9367,356202.0,785290.9871482137
Mexico,October,2018/19,2018,2019,4350.7012,261042072.0,575499257.1857965
Nepal,October,2018/19,2018,2019,0.5492,32952.0,72646.7246352012
Nicaragua,October,2018/19,2018,2019,2879.1004,172746024.0,380839792.345043
Nigeria,October,2018/19,2018,2019,41.5248,2491487.9999999995,5492790.806867812
Panama,October,2018/19,2018,2019,127.7443,7664657.999999999,16897678.415543575
Sierra Leone,October,2018/19,2018,2019,44.7431,2684586.0,5918499.025901804
Sri Lanka,October,2018/19,2018,2019,35.8776,2152656.0,4745794.114661134
Thailand,October,2018/19,2018,2019,482.0069,28920413.999999996,63758598.93766744
Togo,October,2018/19,2018,2019,54.2631,3255786.0,7177779.467502524
Trinidad & Tobago,October,2018/19,2018,2019,13.3198,799188.0000000001,1761907.9439110581
Uganda,October,2018/19,2018,2019,4703.964,282237840.0,622227926.8060808
Venezuela,October,2018/19,2018,2019,578.389,34703340.0,76507768.41775198
Viet Nam,October,2018/19,2018,2019,30283.0748,1816984487.9999998,4005765105.7953396
Yemen,October,2018/19,2018,2019,85.5762,5134572.0,11319793.584717598
Angola,April,2019/20,2019,2020,51.8419,3110514.0,6857509.529981131
Bolivia (Plurinational State of),April,2019/20,2019,2020,81.2654,4875924.0,10749572.352821339
Brazil,April,2019/20,2019,2020,58210.7127,3492642761.9999995,7699959243.1458645
Burundi,April,2019/20,2019,2020,272.4688,16348128.0,36041452.813699394
Ecuador,April,2019/20,2019,2020,558.9352,33536111.999999996,73934471.16409524
Indonesia,April,2019/20,2019,2020,11432.9425,685976550.0,1512319420.1886177
Madagascar,April,2019/20,2019,2020,383.3125,22998750.0,50703564.52427269
Malawi,April,2019/20,2019,2020,16.0431,962585.9999999999,2122138.8710761038
Papua New Guinea,April,2019/20,2019,2020,751.721,45103260.0,99435667.31518224
Paraguay,April,2019/20,2019,2020,20.0038,1200228.0,2646049.800177782
Peru,April,2019/20,2019,2020,3836.3817,230182901.99999997,507466432.9122816
Rwanda,April,2019/20,2019,2020,347.984,20879040.0,46030403.90651102
Timor-Leste,April,2019/20,2019,2020,103.0527,6183162.0,13631538.81976329
Zimbabwe,April,2019/20,2019,2020,9.0784,544704.0,1200866.7606121823
Congo,July,2019/20,2019,2020,3.0006,180036.0,396911.4383473866
Cuba,July,2019/20,2019,2020,130.1829,7810974.0,17220249.979082182
Dominican Republic,July,2019/20,2019,2020,401.6348,24098088.0,53127189.94813202
Haiti,July,2019/20,2019,2020,346.6495,20798970.0,45853879.773179494
Philippines,July,2019/20,2019,2020,306.5344,18392064.0,40547560.356913
Tanzania,July,2019/20,2019,2020,926.3925,55583550.0,122540751.73273057
Zambia,July,2019/20,2019,2020,14.5428,872568.0,1923683.151902411
Cameroon,October,2019/20,2019,2020,268.209,16092540.0,35477977.727026
Central African Republic,October,2019/20,2019,2020,55.1383,3308298.0,7293548.6106211115
Colombia,October,2019/20,2019,2020,14100.1182,846007092.0000001,1865126373.2687345
Costa Rica,October,2019/20,2019,2020,1471.7632,88305792.00000001,194680946.6835808
Côte d'Ivoire,October,2019/20,2019,2020,1929.1972,115751832.0,255189107.34778073
Democratic Republic of Congo,October,2019/20,2019,2020,390.6014,23436084.0,51667720.95397683
El Salvador,October,2019/20,2019,2020,660.6916,39641496.0,87394538.84557629
Equatorial Guinea,October,2019/20,2019,2020,0.0,0.0,0.0
Ethiopia,October,2019/20,2019,2020,7343.4329,440605973.99999994,971369897.6026528
Gabon,October,2019/20,2019,2020,0.5,30000.0,66138.6786555
Ghana,October,2019/20,2019,2020,14.4733,868398.0,1914489.8755692963
Guatemala,October,2019/20,2019,2020,3605.7644,216345864.0,476960985.91808355
Guinea,October,2019/20,2019,2020,178.3779,10702674.000000002,23595357.21468583
Guyana,October,2019/20,2019,2020,9.5059,570354.0,1257415.3308626348
Honduras,October,2019/20,2019,2020,5931.22,355873200.0,784566107.2301494
India,October,2019/20,2019,2020,4987.6264,299257584.0,659750039.4465766
Jamaica,October,2019/20,2019,2020,22.8793,1372758.0,3026413.3411255623
Kenya,October,2019/20,2019,2020,843.7079,50622474.0,111603451.35441346
Lao People's Democratic Republic,October,2019/20,2019,2020,621.8446,37310676.0,82255960.34611587
Liberia,October,2019/20,2019,2020,5.85,351000.0,773822.54026935
Mexico,October,2019/20,2019,2020,3984.6011,239076065.99999997,527072503.4465036
Nepal,October,2019/20,2019,2020,0.6943,41658.00000000001,91840.16918102732
Nicaragua,October,2019/20,2019,2020,2882.3199,172939194.0,381265659.2969058
Nigeria,October,2019/20,2019,2020,42.4695,2548170.0,5617753.226319514
Panama,October,2019/20,2019,2020,114.4053,6864318.0,15133230.746372148
Sierra Leone,October,2019/20,2019,2020,39.9871,2399226.0,5289387.914530688
Sri Lanka,October,2019/20,2019,2020,36.2187,2173122.0,4790913.921239915
Thailand,October,2019/20,2019,2020,516.5783,30994698.0,68331612.36820894
Togo,October,2019/20,2019,2020,40.617,2437020.0,5372709.421900887
Trinidad & Tobago,October,2019/20,2019,2020,11.691,701460.0,1546454.584322901
Uganda,October,2019/20,2019,2020,5509.154,330549240.0,728736332.1393249
Venezuela,October,2019/20,2019,2020,650.1046,39006276.0,85994118.46372473
Viet Nam,October,2019/20,2019,2020,30487.1644,1829229864.0000002,4032761538.7379994
Yemen,October,2019/20,2019,2020,91.4278,5485668.0,12093827.768758645
