country,harvest_group,crop_year,crop_year_beg,crop_year_end,consumption_1k_bags,consumption_kg,consumption_lb
Angola,April,2018/19,2018,2019,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2018/19,2018,2019,60.0,3600000.0,7936641.43866
Brazil,April,2018/19,2018,2019,22200.0,1332000000.0,2936557332.3042
Burundi,April,2018/19,2018,2019,2.0,120000.0,264554.714622
Ecuador,April,2018/19,2018,2019,155.0,9300000.0,20502990.383205
Indonesia,April,2018/19,2018,2019,4800.0,288000000.0,634931315.0928
Madagascar,April,2018/19,2018,2019,375.0,22500000.0,49604008.991625
Malawi,April,2018/19,2018,2019,1.0,60000.0,132277.357311
Papua New Guinea,April,2018/19,2018,2019,2.0,120000.0,264554.714622
Paraguay,April,2018/19,2018,2019,20.0,1200000.0,2645547.14622
Peru,April,2018/19,2018,2019,250.0,15000000.0,33069339.32775
Rwanda,April,2018/19,2018,2019,1.0,60000.0,132277.357311
Timor-Leste,April,2018/19,2018,2019,0.49,29400.0,64815.90508239
Zimbabwe,April,2018/19,2018,2019,4.0,240000.0,529109.429244
Congo,July,2018/19,2018,2019,3.0,180000.0,396832.071933
Cuba,July,2018/19,2018,2019,220.0,13200000.0,29101018.60842
Dominican Republic,July,2018/19,2018,2019,390.0,23400000.0,51588169.35129
Haiti,July,2018/19,2018,2019,345.0,20700000.0,45635688.272295
Philippines,July,2018/19,2018,2019,3300.0,198000000.0,436515279.1263
Tanzania,July,2018/19,2018,2019,92.0,5520000.0,12169516.872612
Zambia,July,2018/19,2018,2019,0.0,0.0,0.0
Cameroon,October,2018/19,2018,2019,78.0,4680000.0,10317633.870258
Central African Republic,October,2018/19,2018,2019,20.0,1200000.0,2645547.14622
Colombia,October,2018/19,2018,2019,1791.41,107484600.0,236962980.6604985
Costa Rica,October,2018/19,2018,2019,365.0,21900000.0,48281235.418515
Côte d'Ivoire,October,2018/19,2018,2019,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2018/19,2018,2019,200.0,12000000.0,26455471.4622
El Salvador,October,2018/19,2018,2019,300.0,18000000.0,39683207.1933
Equatorial Guinea,October,2018/19,2018,2019,0.0,0.0,0.0
Ethiopia,October,2018/19,2018,2019,3685.0,221100000.0,487442061.69103503
Gabon,October,2018/19,2018,2019,0.5,30000.0,66138.6786555
Ghana,October,2018/19,2018,2019,2.0,120000.0,264554.714622
Guatemala,October,2018/19,2018,2019,395.0,23700000.0,52249556.137845
Guinea,October,2018/19,2018,2019,50.0,3000000.0,6613867.86555
Guyana,October,2018/19,2018,2019,9.0,540000.0,1190496.215799
Honduras,October,2018/19,2018,2019,375.0,22500000.0,49604008.991625
India,October,2018/19,2018,2019,1475.0,88500000.0,195109102.033725
Jamaica,October,2018/19,2018,2019,9.0,540000.0,1190496.215799
Kenya,October,2018/19,2018,2019,70.0,4200000.0,9259415.01177
Lao People's Democratic Republic,October,2018/19,2018,2019,155.0,9300000.0,20502990.383205
Liberia,October,2018/19,2018,2019,5.0,300000.0,661386.786555
Mexico,October,2018/19,2018,2019,2450.0,147000000.0,324079525.41195
Nepal,October,2018/19,2018,2019,0.0,0.0,0.0
Nicaragua,October,2018/19,2018,2019,220.0,13200000.0,29101018.60842
Nigeria,October,2018/19,2018,2019,40.0,2400000.0,5291094.29244
Panama,October,2018/19,2018,2019,67.0,4020000.0,8862582.939837
Sierra Leone,October,2018/19,2018,2019,5.0,300000.0,661386.786555
Sri Lanka,October,2018/19,2018,2019,35.0,2100000.0,4629707.505885
Thailand,October,2018/19,2018,2019,1400.0,84000000.0,185188300.2354
Togo,October,2018/19,2018,2019,0.254,15240.0,33598.448756994
Trinidad & Tobago,October,2018/19,2018,2019,10.0,600000.0,1322773.57311
Uganda,October,2018/19,2018,2019,250.0,15000000.0,33069339.32775
Venezuela,October,2018/19,2018,2019,1550.0,93000000.0,205029903.83205
Viet Nam,October,2018/19,2018,2019,2600.0,156000000.0,343921129.0086
Yemen,October,2018/19,2018,2019,65.0,3900000.0,8598028.225215
Angola,April,2019/20,2019,2020,30.0,1800000.0,3968320.71933
Bolivia (Plurinational State of),April,2019/20,2019,2020,61.0,3660000.0,8068918.795971
Brazil,April,2019/20,2019,2020,22000.0,1320000000.0,2910101860.842
Burundi,April,2019/20,2019,2020,2.0,120000.0,264554.714622
Ecuador,April,2019/20,2019,2020,149.0,8940000.0,19709326.239339
Indonesia,April,2019/20,2019,2020,4806.0,288360000.0,635724979.236666
Madagascar,April,2019/20,2019,2020,375.0,22500000.0,49604008.991625
Malawi,April,2019/20,2019,2020,1.0,60000.0,132277.357311
Papua New Guinea,April,2019/20,2019,2020,2.0,120000.0,264554.714622
Paraguay,April,2019/20,2019,2020,20.0,1200000.0,2645547.14622
Peru,April,2019/20,2019,2020,250.0,15000000.0,33069339.32775
Rwanda,April,2019/20,2019,2020,1.0,60000.0,132277.357311
Timor-Leste,April,2019/20,2019,2020,0.49,29400.0,64815.90508239
Zimbabwe,April,2019/20,2019,2020,4.0,240000.0,529109.429244
Congo,July,2019/20,2019,2020,3.0,180000.0,396832.071933
Cuba,July,2019/20,2019,2020,216.0,12960000.0,28571909.179176
Dominican Republic,July,2019/20,2019,2020,377.0,22620000.0,49868563.706247
Haiti,July,2019/20,2019,2020,345.0,20700000.0,45635688.272295
Philippines,July,2019/20,2019,2020,3250.0,195000000.0,429901411.26075
Tanzania,July,2019/20,2019,2020,95.0,5700000.0,12566348.944545
Zambia,July,2019/20,2019,2020,0.0,0.0,0.0
Cameroon,October,2019/20,2019,2020,77.0,4620000.0,10185356.512947
Central African Republic,October,2019/20,2019,2020,20.0,1200000.0,2645547.14622
Colombia,October,2019/20,2019,2020,2024.774,121486440.0,267831753.87202272
Costa Rica,October,2019/20,2019,2020,352.0,21120000.0,46561629.773472
Côte d'Ivoire,October,2019/20,2019,2020,317.0,19020000.0,41931922.267587
Democratic Republic of Congo,October,2019/20,2019,2020,198.0,11880000.0,26190916.747578
El Salvador,October,2019/20,2019,2020,292.0,17520000.0,38624988.334812
Equatorial Guinea,October,2019/20,2019,2020,0.0,0.0,0.0
Ethiopia,October,2019/20,2019,2020,3781.0,226860000.0,500140687.992891
Gabon,October,2019/20,2019,2020,0.5,30000.0,66138.6786555
Ghana,October,2019/20,2019,2020,2.0,120000.0,264554.714622
Guatemala,October,2019/20,2019,2020,393.0,23580000.0,51985001.423223004
Guinea,October,2019/20,2019,2020,50.0,3000000.0,6613867.86555
Guyana,October,2019/20,2019,2020,9.0,540000.0,1190496.215799
Honduras,October,2019/20,2019,2020,350.0,21000000.0,46297075.05885
India,October,2019/20,2019,2020,1450.0,87000000.0,191802168.10095
Jamaica,October,2019/20,2019,2020,9.0,540000.0,1190496.215799
Kenya,October,2019/20,2019,2020,71.5,4290000.0,9457831.0477365
Lao People's Democratic Republic,October,2019/20,2019,2020,157.0,9420000.0,20767545.097827
Liberia,October,2019/20,2019,2020,5.0,300000.0,661386.786555
Mexico,October,2019/20,2019,2020,2425.0,145500000.0,320772591.47917503
Nepal,October,2019/20,2019,2020,0.0,0.0,0.0
Nicaragua,October,2019/20,2019,2020,210.0,12600000.0,27778245.03531
Nigeria,October,2019/20,2019,2020,40.0,2400000.0,5291094.29244
Panama,October,2019/20,2019,2020,67.0,4020000.0,8862582.939837
Sierra Leone,October,2019/20,2019,2020,5.0,300000.0,661386.786555
Sri Lanka,October,2019/20,2019,2020,35.0,2100000.0,4629707.505885
Thailand,October,2019/20,2019,2020,1400.0,84000000.0,185188300.2354
Togo,October,2019/20,2019,2020,0.26,15600.0,34392.112900860004
Trinidad & Tobago,October,2019/20,2019,2020,10.0,600000.0,1322773.57311
Uganda,October,2019/20,2019,2020,254.0,15240000.0,33598448.756994
Venezuela,October,2019/20,2019,2020,1275.0,76500000.0,168653630.571525
Viet Nam,October,2019/20,2019,2020,2650.0,159000000.0,350534996.87415
Yemen,October,2019/20,2019,2020,64.0,3840000.0,8465750.867904
