country,harvest_group,crop_year,crop_year_beg,crop_year_end,exports_1k_bags,exports_kg,exports_lb
Bolivia (Plurinational State of),April,2010/11,2010,2011,69.7249,4183494.0000000005,9223025.510773744
Brazil,April,2010/11,2010,2011,34054.4102,2043264611.9999998,4504627386.040763
Burundi,April,2010/11,2010,2011,350.7196,21043176.000000004,46392261.845171005
Ecuador,April,2010/11,2010,2011,1273.9798,76438788.0,168518681.2115963
Indonesia,April,2010/11,2010,2011,5647.5118,338850708.0,747037936.2866888
Madagascar,April,2010/11,2010,2011,88.7233,5323397.999999999,11736083.655911045
Malawi,April,2010/11,2010,2011,15.9285,955710.0,2106979.8859282634
Papua New Guinea,April,2010/11,2010,2011,880.0884,52805304.0,116415767.7520663
Paraguay,April,2010/11,2010,2011,0.1967,11802.000000000002,26018.956183073704
Peru,April,2010/11,2010,2011,3831.823,229909380.0,506863420.123508
Rwanda,April,2010/11,2010,2011,327.9191,19675146.000000004,43376271.95980155
Timor-Leste,April,2010/11,2010,2011,59.6117,3576702.0,7885278.140816139
Zimbabwe,April,2010/11,2010,2011,6.0859,365154.0,805026.768859015
Congo,July,2010/11,2010,2011,0.0,0.0,0.0
Cuba,July,2010/11,2010,2011,6.497,389820.0,859405.990449567
Dominican Republic,July,2010/11,2010,2011,66.7492,4004952.0,8829407.778623402
Haiti,July,2010/11,2010,2011,9.5281,571686.0,1260351.8881949391
Philippines,July,2010/11,2010,2011,10.0533,603198.0,1329823.9562546762
Tanzania,July,2010/11,2010,2011,794.9077,47694462.0,105148289.8621652
Zambia,July,2010/11,2010,2011,13.1783,790698.0,1743190.6978515512
Cameroon,October,2010/11,2010,2011,569.1767,34150602.0,75289189.71899585
Central African Republic,October,2010/11,2010,2011,87.312,5238720.0,11549400.621538032
Colombia,October,2010/11,2010,2011,8064.4534,483867204.0,1066744583.9097089
Costa Rica,October,2010/11,2010,2011,1209.4926,72569556.0,159988484.8152104
Côte d'Ivoire,October,2010/11,2010,2011,958.344,57500640.0,126767211.71485299
Democratic Republic of Congo,October,2010/11,2010,2011,132.1135,7926810.0,17475624.6451068
El Salvador,October,2010/11,2010,2011,1903.869,114232140.0,251838759.98633626
Equatorial Guinea,October,2010/11,2010,2011,0.0,0.0,0.0
Ethiopia,October,2010/11,2010,2011,3022.3848,181343088.0,399793074.12093526
Gabon,October,2010/11,2010,2011,0.7523,45138.0,99512.2559050653
Ghana,October,2010/11,2010,2011,70.4979,4229874.0,9325275.907975147
Guatemala,October,2010/11,2010,2011,3653.9335,219236010.0,483332667.1701328
Guinea,October,2010/11,2010,2011,358.4609,21507653.999999996,47416260.55132263
Guyana,October,2010/11,2010,2011,0.6433,38598.0,85094.0239581663
Honduras,October,2010/11,2010,2011,3866.3184,231979104.0,511426380.4748938
India,October,2010/11,2010,2011,5593.9734,335638403.99999994,739956018.2200294
Jamaica,October,2010/11,2010,2011,16.5548,993288.0,2189825.1948121428
Kenya,October,2010/11,2010,2011,654.8736,39292416.0,86624949.1807409
Lao People's Democratic Republic,October,2010/11,2010,2011,400.3616,24021696.000000004,52958774.416803665
Liberia,October,2010/11,2010,2011,5.4386,326316.0,719403.6354716046
Mexico,October,2010/11,2010,2011,2727.4319,163645914.0,360777483.9777196
Nepal,October,2010/11,2010,2011,3.0825,184950.0,407744.9539111575
Nicaragua,October,2010/11,2010,2011,1535.6686,92140115.99999999,203134184.1134831
Nigeria,October,2010/11,2010,2011,2.0553,123317.99999999999,271869.65248129825
Panama,October,2010/11,2010,2011,55.8499,3350994.0,7387677.178083619
Sierra Leone,October,2010/11,2010,2011,27.9146,1674876.0,3692469.5183936404
Sri Lanka,October,2010/11,2010,2011,2.0877,125261.99999999999,276155.43885817466
Thailand,October,2010/11,2010,2011,328.1734,19690404.0,43409910.091765724
Togo,October,2010/11,2010,2011,159.1452,9548711.999999998,21051306.484730553
Trinidad & Tobago,October,2010/11,2010,2011,0.3587,21522.000000000004,47447.88806745571
Uganda,October,2010/11,2010,2011,3150.09,189005400.0,416685580.491808
Venezuela,October,2010/11,2010,2011,2.1338,128027.99999999999,282253.42503021174
Viet Nam,October,2010/11,2010,2011,16849.9999,1010999993.9999999,2228873457.462614
Yemen,October,2010/11,2010,2011,36.1675,2170050.0,4784141.320545592
Angola,April,2011/12,2011,2012,8.715,522900.0,1152797.168965365
Bolivia (Plurinational State of),April,2011/12,2011,2012,82.8354,4970124.000000001,10957247.803799612
Brazil,April,2011/12,2011,2012,32148.8289,1928929734.0000002,4252562127.535504
Burundi,April,2011/12,2011,2012,202.1328,12127968.000000002,26737592.609872904
Ecuador,April,2011/12,2011,2012,1553.1144,93186864.0,205441868.43365937
Indonesia,April,2011/12,2011,2012,3644.9233,218695398.0,482140821.7252892
Madagascar,April,2011/12,2011,2012,134.8528,8091167.999999999,17837972.00998882
Malawi,April,2011/12,2011,2012,24.8264,1489583.9999999998,3283970.58354581
Papua New Guinea,April,2011/12,2011,2012,1417.6185,85057110.0,187518828.85518387
Paraguay,April,2011/12,2011,2012,0.0195,1170.0,2579.4084675645
Peru,April,2011/12,2011,2012,5053.5296,303211776.0,668467540.5809149
Rwanda,April,2011/12,2011,2012,250.071,15004260.0,33078731.020119082
Timor-Leste,April,2011/12,2011,2012,46.8631,2811786.0000000005,6198927.023401125
Zimbabwe,April,2011/12,2011,2012,4.8564,291384.0,642391.7580451404
Congo,July,2011/12,2011,2012,0.0,0.0,0.0
Cuba,July,2011/12,2011,2012,13.158,789480.0,1740505.467498138
Dominican Republic,July,2011/12,2011,2012,109.5415,6572490.0,14489860.135882907
Haiti,July,2011/12,2011,2012,9.1949,551694.0,1216277.0727389138
Philippines,July,2011/12,2011,2012,4.6611,279666.0,616557.9901623022
Tanzania,July,2011/12,2011,2012,567.4391,34046346.00000001,75059344.58293228
Zambia,July,2011/12,2011,2012,11.1889,671334.0,1480038.123217048
Cameroon,October,2011/12,2011,2012,578.6065,34716390.0,76536538.74296713
Central African Republic,October,2011/12,2011,2012,77.692,4661520.0,10276892.444206212
Colombia,October,2011/12,2011,2012,7298.8476,437930856.0,965472271.9437348
Costa Rica,October,2011/12,2011,2012,1384.0085,83040510.0,183072986.87596115
Côte d'Ivoire,October,2011/12,2011,2012,1643.5889,98615334.0,217409596.19769344
Democratic Republic of Congo,October,2011/12,2011,2012,157.5822,9454932.0,20844556.975253463
El Salvador,October,2011/12,2011,2012,1054.5727,63274362.0,139496089.848326
Equatorial Guinea,October,2011/12,2011,2012,0.0,0.0,0.0
Ethiopia,October,2011/12,2011,2012,2832.4099,169944594.0,374663696.3935138
Gabon,October,2011/12,2011,2012,0.0,0.0,0.0
Ghana,October,2011/12,2011,2012,30.0625,1803750.0,3976588.0541619374
Guatemala,October,2011/12,2011,2012,3721.3876,223283256.0,492255317.25792474
Guinea,October,2011/12,2011,2012,380.5106,22830636.000000004,50332936.59682301
Guyana,October,2011/12,2011,2012,1.5884,95304.0,210109.3543527924
Honduras,October,2011/12,2011,2012,5473.8724,328432344.0,724069375.3296211
India,October,2011/12,2011,2012,5171.5414,310292484.0,684077829.6164292
Jamaica,October,2011/12,2011,2012,15.0073,900438.0000000001,1985125.9843733707
Kenya,October,2011/12,2011,2012,727.3153,43638917.99999999,96207345.81585714
Lao People's Democratic Republic,October,2011/12,2011,2012,364.0001,21840006.0,48148971.28893973
Liberia,October,2011/12,2011,2012,5.2354,314124.00000000006,692524.8764660095
Mexico,October,2011/12,2011,2012,3392.0578,203523468.0,448692441.63016456
Nepal,October,2011/12,2011,2012,2.0111,120666.0,266022.9932881521
Nicaragua,October,2011/12,2011,2012,1675.531,100531860.0,221634812.77265716
Nigeria,October,2011/12,2011,2012,6.8796,412776.0,910015.3073567556
Panama,October,2011/12,2011,2012,48.6314,2917884.0,6432833.074334165
Sierra Leone,October,2011/12,2011,2012,74.2979,4457874.0,9827929.865756948
Sri Lanka,October,2011/12,2011,2012,0.6993,41958.00000000001,92501.55596758232
Thailand,October,2011/12,2011,2012,329.2755,19756530.0,43555692.96725818
Togo,October,2011/12,2011,2012,151.254,9075240.0,20007479.402717993
Trinidad & Tobago,October,2011/12,2011,2012,1.1577,69462.0,153137.4965589447
Uganda,October,2011/12,2011,2012,2726.949,163616940.0,360713607.24187416
Venezuela,October,2011/12,2011,2012,2.0717,124301.99999999999,274039.0011411987
Viet Nam,October,2011/12,2011,2012,21705.6111,1302336665.9999998,2871160875.1283073
Yemen,October,2011/12,2011,2012,55.0677,3304062.0000000005,7284209.8291949555
Angola,April,2012/13,2012,2013,7.79,467400.0,1030440.61345269
Bolivia (Plurinational State of),April,2012/13,2012,2013,54.7812,3286872.0,7246312.366325353
Brazil,April,2012/13,2012,2013,29283.0012,1756980072.0,3873478012.870842
Burundi,April,2012/13,2012,2013,405.9615,24357690.0,53699514.39000953
Ecuador,April,2012/13,2012,2013,1578.4024,94704144.0,208786898.24533996
Indonesia,April,2012/13,2012,2013,8970.0386,538202316.0,1186533000.9856622
Madagascar,April,2012/13,2012,2013,89.7094,5382564.000000001,11866522.357955426
Malawi,April,2012/13,2012,2013,21.8262,1309572.0,2887112.056141348
Papua New Guinea,April,2012/13,2012,2013,714.777,42886620.0,94548812.62668465
Paraguay,April,2012/13,2012,2013,0.0065,390.0,859.8028225215
Peru,April,2012/13,2012,2013,3928.0478,235682868.0,519591782.3752875
Rwanda,April,2012/13,2012,2013,260.5591,15633546.0,34466069.17133258
Timor-Leste,April,2012/13,2012,2013,60.2583,3615497.9999999995,7970808.680053431
Zimbabwe,April,2012/13,2012,2013,3.3208,199248.0,439266.64815836883
Congo,July,2012/13,2012,2013,0.0,0.0,0.0
Cuba,July,2012/13,2012,2013,15.142,908520.0,2002943.744403162
Dominican Republic,July,2012/13,2012,2013,113.4307,6805842.0,15004313.233936848
Haiti,July,2012/13,2012,2013,9.7319,583914.0,1287310.013614921
Philippines,July,2012/13,2012,2013,2.4616,147696.0,325613.9427567576
Tanzania,July,2012/13,2012,2013,1062.4215,63745290.0,140534308.3703886
Zambia,July,2012/13,2012,2013,5.3695,322170.0,710263.2700814145
Cameroon,October,2012/13,2012,2013,324.3197,19459182.0,42900152.83989633
Central African Republic,October,2012/13,2012,2013,1.0,60000.0,132277.357311
Colombia,October,2012/13,2012,2013,8842.0805,530524830.0,1169607041.6711257
Costa Rica,October,2012/13,2012,2013,1380.0956,82805736.0,182555398.80453894
Côte d'Ivoire,October,2012/13,2012,2013,1738.7857,104327142.0,230001977.32615724
Democratic Republic of Congo,October,2012/13,2012,2013,134.0453,8042717.999999999,17731158.043960188
El Salvador,October,2012/13,2012,2013,1145.3752,68722512.0,151507204.5855581
Equatorial Guinea,October,2012/13,2012,2013,0.0,0.0,0.0
Ethiopia,October,2012/13,2012,2013,3166.0066,189960396.0,418790986.27718425
Gabon,October,2012/13,2012,2013,0.0,0.0,0.0
Ghana,October,2012/13,2012,2013,19.8836,1193016.0000000002,2630150.0618290002
Guatemala,October,2012/13,2012,2013,3706.9331,222415986.0,490343314.1966729
Guinea,October,2012/13,2012,2013,188.5545,11313270.0,24941490.96909695
Guyana,October,2012/13,2012,2013,1.0383,62298.0,137343.5800960113
Honduras,October,2012/13,2012,2013,4340.3638,260421828.0,574131853.2323297
India,October,2012/13,2012,2013,4859.4408,291566448.00000006,642793987.0332519
Jamaica,October,2012/13,2012,2013,14.7159,882954.0,1946580.362452945
Kenya,October,2012/13,2012,2013,819.4455,49166730.0,108394085.20039105
Lao People's Democratic Republic,October,2012/13,2012,2013,390.5023,23430138.0,51654612.26786732
Liberia,October,2012/13,2012,2013,5.1213,307278.0,677432.0299968243
Mexico,October,2012/13,2012,2013,3352.9422,201176532.0,443518333.4325304
Nepal,October,2012/13,2012,2013,1.2073,72438.0,159698.4534815703
Nicaragua,October,2012/13,2012,2013,1980.3289,118819734.0,261952673.4985996
Nigeria,October,2012/13,2012,2013,0.7637,45822.0,101020.2177784107
Panama,October,2012/13,2012,2013,48.5198,2911187.9999999995,6418070.921258257
Sierra Leone,October,2012/13,2012,2013,56.1833,3370998.0,7431778.449011106
Sri Lanka,October,2012/13,2012,2013,0.2484,14904.0,32857.6955560524
Thailand,October,2012/13,2012,2013,113.0946,6785676.0,14959854.81414462
Togo,October,2012/13,2012,2013,82.8829,4972974.000000001,10963530.978271885
Trinidad & Tobago,October,2012/13,2012,2013,2.2272,133632.0,294608.1302030592
Uganda,October,2012/13,2012,2013,3583.259,214995540.0,473984031.08085656
Venezuela,October,2012/13,2012,2013,2.4201,145206.00000000003,320124.4324283512
Viet Nam,October,2012/13,2012,2013,20664.7162,1239882972.0,2733474048.5178103
Yemen,October,2012/13,2012,2013,57.5251,3451506.0,7609268.207051006
Angola,April,2013/14,2013,2014,4.935,296100.0,652788.758329785
Bolivia (Plurinational State of),April,2013/14,2013,2014,67.9122,4074732.0,8983246.345176095
Brazil,April,2013/14,2013,2014,32751.9664,1965117984.0000002,4332343562.130667
Burundi,April,2013/14,2013,2014,159.2177,9553062.0,21060896.593135606
Ecuador,April,2013/14,2013,2014,1209.545,72572700.0,159995416.1487335
Indonesia,April,2013/14,2013,2014,8700.9493,522056958.00000006,1150938579.5009954
Madagascar,April,2013/14,2013,2014,174.4758,10468548.0,23079197.738722574
Malawi,April,2013/14,2013,2014,26.7944,1607663.9999999998,3544292.4227338578
Papua New Guinea,April,2013/14,2013,2014,833.3204,49999223.99999999,110229420.30534543
Paraguay,April,2013/14,2013,2014,0.0319,1914.0,4219.6476982209
Peru,April,2013/14,2013,2014,3878.2383,232694298.0,513003113.3463052
Rwanda,April,2013/14,2013,2014,256.7282,15403692.0,33959327.84320987
Timor-Leste,April,2013/14,2013,2014,79.7282,4783692.0,10546235.599162871
Zimbabwe,April,2013/14,2013,2014,4.6415,278490.0,613965.3539590065
Congo,July,2013/14,2013,2014,0.0,0.0,0.0
Cuba,July,2013/14,2013,2014,10.685,641100.0,1413383.562868035
Dominican Republic,July,2013/14,2013,2014,55.0606,3303636.0,7283270.659958047
Haiti,July,2013/14,2013,2014,5.2098,312588.0,689138.5761188478
Philippines,July,2013/14,2013,2014,10.682,640920.0,1412986.730796102
Tanzania,July,2013/14,2013,2014,750.1682,45010092.0,99230267.03474972
Zambia,July,2013/14,2013,2014,10.7527,645162.0,1422338.7399579897
Cameroon,October,2013/14,2013,2014,332.3911,19943466.0,43967816.30169633
Central African Republic,October,2013/14,2013,2014,75.027,4501620.0,9924373.286972398
Colombia,October,2013/14,2013,2014,10842.0722,650524332.0000001,1434160658.39106
Costa Rica,October,2013/14,2013,2014,1236.5631,74193786.0,163569299.01629782
Côte d'Ivoire,October,2013/14,2013,2014,1702.4943,102149658.0,225201446.84104082
Democratic Republic of Congo,October,2013/14,2013,2014,148.087,8885220.0,19588557.012114055
El Salvador,October,2013/14,2013,2014,496.6786,29800716.000000004,65699332.640927255
Equatorial Guinea,October,2013/14,2013,2014,0.0,0.0,0.0
Ethiopia,October,2013/14,2013,2014,3044.4439,182666634.00000003,402710993.57359445
Gabon,October,2013/14,2013,2014,0.0,0.0,0.0
Ghana,October,2013/14,2013,2014,23.0741,1384446.0000000002,3052180.9703297457
Guatemala,October,2013/14,2013,2014,3121.3714,187282284.0,412886759.9781363
Guinea,October,2013/14,2013,2014,51.1902,3071412.0,6771304.3762215525
Guyana,October,2013/14,2013,2014,12.1412,728471.9999999999,1606005.850584313
Honduras,October,2013/14,2013,2014,4172.5236,250351416.00000003,551930395.1257801
India,October,2013/14,2013,2014,5095.3312,305719871.99999994,673996945.7602863
Jamaica,October,2013/14,2013,2014,10.8292,649752.0,1432457.9577922812
Kenya,October,2013/14,2013,2014,782.9501,46977006.0,103566570.13438319
Lao People's Democratic Republic,October,2013/14,2013,2014,394.4172,23665031.999999996,52172464.894004144
Liberia,October,2013/14,2013,2014,0.939,56340.0,124208.438515029
Mexico,October,2013/14,2013,2014,2457.4766,147448596.0,325068510.30162144
Nepal,October,2013/14,2013,2014,0.9054,54324.0,119763.9193093794
Nicaragua,October,2013/14,2013,2014,1823.3928,109403568.0,241193580.92390478
Nigeria,October,2013/14,2013,2014,0.8582,51491.99999999999,113520.42804430019
Panama,October,2013/14,2013,2014,48.4685,2908110.0,6411285.092828204
Sierra Leone,October,2013/14,2013,2014,26.7346,1604076.0,3536382.2367666606
Sri Lanka,October,2013/14,2013,2014,2.0825,124950.0,275467.5966001575
Thailand,October,2013/14,2013,2014,26.3368,1580208.0,3483762.304028345
Togo,October,2013/14,2013,2014,134.1519,8049114.000000002,17745258.810249545
Trinidad & Tobago,October,2013/14,2013,2014,2.2242,133452.00000000003,294211.29813112627
Uganda,October,2013/14,2013,2014,3499.829,209989740.0,462948131.1603998
Venezuela,October,2013/14,2013,2014,3.7688,226128.0,498526.9042336968
Viet Nam,October,2013/14,2013,2014,24902.3404,1494140424.0000002,3294015778.970951
Yemen,October,2013/14,2013,2014,57.2981,3437886.0,7579241.246941409
Angola,April,2014/15,2014,2015,9.405,564300.0,1244068.545509955
Bolivia (Plurinational State of),April,2014/15,2014,2015,46.3766,2782596.0000000005,6134574.089069324
Brazil,April,2014/15,2014,2015,37781.7669,2266906014.0000005,4997672280.072214
Burundi,April,2014/15,2014,2015,245.55,14733000.0,32480705.08771605
Ecuador,April,2014/15,2014,2015,1089.0112,65340672.0,144051523.61808088
Indonesia,April,2014/15,2014,2015,6679.2773,400756638.0,883517149.9913514
Madagascar,April,2014/15,2014,2015,111.4544,6687264.000000001,14742893.49268312
Malawi,April,2014/15,2014,2015,23.7098,1422588.0000000002,3136269.6863723486
Papua New Guinea,April,2014/15,2014,2015,795.6402,47738412.00000001,105245183.02639551
Paraguay,April,2014/15,2014,2015,0.0195,1170.0,2579.4084675645
Peru,April,2014/15,2014,2015,2443.229,146593740.0,323183875.42559725
Rwanda,April,2014/15,2014,2015,237.3438,14240628.0,31395210.63815052
Timor-Leste,April,2014/15,2014,2015,110.4342,6626052.0,14607944.132754436
Zimbabwe,April,2014/15,2014,2015,11.0124,660744.0,1456691.1696516564
Congo,July,2014/15,2014,2015,0.002,120.0,264.554714622
Cuba,July,2014/15,2014,2015,11.421,685260.0,1510739.697848931
Dominican Republic,July,2014/15,2014,2015,18.9541,1137246.0000000002,2507198.2582084257
Haiti,July,2014/15,2014,2015,3.2067,192402.00000000003,424173.80168918375
Philippines,July,2014/15,2014,2015,18.2142,1092852.0,2409326.241534016
Tanzania,July,2014/15,2014,2015,677.7185,40663110.0,89646812.18077496
Zambia,July,2014/15,2014,2015,2.6111,156666.0,345389.4076747521
Cameroon,October,2014/15,2014,2015,397.7881,23867286.0,52618358.6377638
Central African Republic,October,2014/15,2014,2015,43.214,2592840.0,5716233.718837554
Colombia,October,2014/15,2014,2015,12280.9275,736855650.0,1624488635.027986
Costa Rica,October,2014/15,2014,2015,1144.6122,68676732.0,151406276.9619298
Côte d'Ivoire,October,2014/15,2014,2015,1327.7203,79663218.0,175627332.53216812
Democratic Republic of Congo,October,2014/15,2014,2015,134.871,8092260.0,17840379.45789188
El Salvador,October,2014/15,2014,2015,595.0245,35701470.0,78708268.39529912
Equatorial Guinea,October,2014/15,2014,2015,0.0,0.0,0.0
Ethiopia,October,2014/15,2014,2015,2872.2618,172335708.00000003,379935200.4093361
Gabon,October,2014/15,2014,2015,0.0,0.0,0.0
Ghana,October,2014/15,2014,2015,33.3924,2003544.0,4417058.426271836
Guatemala,October,2014/15,2014,2015,2925.0759,175504554.0,386921309.9860949
Guinea,October,2014/15,2014,2015,115.1077,6906462.0,15226142.362147395
Guyana,October,2014/15,2014,2015,2.4007,144042.00000000003,317558.25169651775
Honduras,October,2014/15,2014,2015,5020.0721,301204326.00000006,664041870.8986822
India,October,2014/15,2014,2015,5114.867,306892020.0,676581089.7572427
Jamaica,October,2014/15,2014,2015,12.0512,723071.9999999999,1594100.888426323
Kenya,October,2014/15,2014,2015,719.7629,43185773.99999999,95208334.30250154
Lao People's Democratic Republic,October,2014/15,2014,2015,402.4924,24149543.999999996,53240631.00976193
Liberia,October,2014/15,2014,2015,2.0733,124398.00000000001,274250.6449128963
Mexico,October,2014/15,2014,2015,2503.4007,150204042.0,331143228.8865075
Nepal,October,2014/15,2014,2015,2.1378,128267.99999999999,282782.53445945575
Nicaragua,October,2014/15,2014,2015,1809.7368,108584207.99999999,239387201.3324657
Nigeria,October,2014/15,2014,2015,2.7982,167892.0,370138.5012276402
Panama,October,2014/15,2014,2015,43.2169,2593014.0,5716617.323173756
Sierra Leone,October,2014/15,2014,2015,41.4478,2486868.0,5482605.450354866
Sri Lanka,October,2014/15,2014,2015,0.7018,42108.0,92832.2493608598
Thailand,October,2014/15,2014,2015,383.5541,23013246.0,50735522.733799025
Togo,October,2014/15,2014,2015,183.3798,11002788.0,24256995.32821972
Trinidad & Tobago,October,2014/15,2014,2015,2.0013,120078.00000000001,264726.6751865043
Uganda,October,2014/15,2014,2015,3455.252,207315120.0,457051603.40354735
Venezuela,October,2014/15,2014,2015,0.3983,23898.0,52686.0714169713
Viet Nam,October,2014/15,2014,2015,22034.5219,1322071314.0,2914668326.5433545
Yemen,October,2014/15,2014,2015,53.3814,3202884.0,7061150.521561416
Angola,April,2015/16,2015,2016,10.515,630900.0,1390896.412125165
Bolivia (Plurinational State of),April,2015/16,2015,2016,29.2191,1753146.0000000002,3865025.3310058406
Brazil,April,2015/16,2015,2016,37472.5876,2248355256.0,4956774859.332948
Burundi,April,2015/16,2015,2016,269.4576,16167456.000000002,35643139.23536452
Ecuador,April,2015/16,2015,2016,839.4926,50369556.00000001,111045862.61014041
Indonesia,April,2015/16,2015,2016,7985.4751,479128506.0,1056297543.1007935
Madagascar,April,2015/16,2015,2016,44.232,2653920.0,5850892.0685801525
Malawi,April,2015/16,2015,2016,20.2015,1212090.0,2672201.0337181664
Papua New Guinea,April,2015/16,2015,2016,710.1818,42610907.99999999,93940971.71436912
Paraguay,April,2015/16,2015,2016,0.0,0.0,0.0
Peru,April,2015/16,2015,2016,3063.5542,183813252.0,405238853.5550148
Rwanda,April,2015/16,2015,2016,291.6292,17497752.0,38575939.89072108
Timor-Leste,April,2015/16,2015,2016,58.6688,3520127.9999999995,7760553.820607596
Zimbabwe,April,2015/16,2015,2016,10.2836,617016.0,1360287.4316433996
Congo,July,2015/16,2015,2016,0.0,0.0,0.0
Cuba,July,2015/16,2015,2016,19.8181,1189086.0000000002,2621485.8949251296
Dominican Republic,July,2015/16,2015,2016,19.9543,1197258.0,2639502.0709908875
Haiti,July,2015/16,2015,2016,0.8647,51882.0,114380.2308668217
Philippines,July,2015/16,2015,2016,8.0726,484355.99999999994,1067822.1946287784
Tanzania,July,2015/16,2015,2016,828.472,49708320.0,109588086.76615879
Zambia,July,2015/16,2015,2016,3.689,221340.0,487971.171120279
Cameroon,October,2015/16,2015,2016,309.8379,18590273.999999996,40984538.60678988
Central African Republic,October,2015/16,2015,2016,80.018,4801080.0,10584569.577311598
Colombia,October,2015/16,2015,2016,12301.5664,738093984.0,1627218694.177792
Costa Rica,October,2015/16,2015,2016,994.7404,59684424.0,131581631.32248707
Côte d'Ivoire,October,2015/16,2015,2016,1543.3985,92603910.0,204156674.85776144
Democratic Republic of Congo,October,2015/16,2015,2016,170.6123,10236738.000000002,22568144.16875153
El Salvador,October,2015/16,2015,2016,494.632,29677920.0,65428613.80145455
Equatorial Guinea,October,2015/16,2015,2016,0.0,0.0,0.0
Ethiopia,October,2015/16,2015,2016,3091.9755,185518530.0,408998348.01035786
Gabon,October,2015/16,2015,2016,0.0,0.0,0.0
Ghana,October,2015/16,2015,2016,33.6548,2019288.0000000002,4451768.004830243
Guatemala,October,2015/16,2015,2016,3019.781,181186860.0,399448650.3379689
Guinea,October,2015/16,2015,2016,236.4455,14186730.0,31276385.888078053
Guyana,October,2015/16,2015,2016,2.2231,133386.0,294065.7930380841
Honduras,October,2015/16,2015,2016,5140.005,308400300.0,679906277.9653265
India,October,2015/16,2015,2016,5861.3381,351680286.0,775322314.1742779
Jamaica,October,2015/16,2015,2016,11.0121,660726.0,1456651.486444463
Kenya,October,2015/16,2015,2016,739.1671,44350026.0,97775070.59923567
Lao People's Democratic Republic,October,2015/16,2015,2016,385.1587,23109522.0,50947774.98134026
Liberia,October,2015/16,2015,2016,5.0467,302802.00000000006,667564.1391414239
Mexico,October,2015/16,2015,2016,2180.0393,130802357.99999999,288369837.4381223
Nepal,October,2015/16,2015,2016,1.6763,100578.0,221736.53406042932
Nicaragua,October,2015/16,2015,2016,1942.9041,116574245.99999999,257002219.85670686
Nigeria,October,2015/16,2015,2016,1.2782,76692.0,169076.9181149202
Panama,October,2015/16,2015,2016,60.0784,3604704.0,7947011.983473183
Sierra Leone,October,2015/16,2015,2016,40.9276,2455656.0,5413794.769081684
Sri Lanka,October,2015/16,2015,2016,1.1933,71598.0,157846.5704792163
Thailand,October,2015/16,2015,2016,300.9808,18058848.0,39812944.82535063
Togo,October,2015/16,2015,2016,73.2862,4397172.0,9694104.863365408
Trinidad & Tobago,October,2015/16,2015,2016,1.7897,107382.0,236736.7863794967
Uganda,October,2015/16,2015,2016,3315.567,198934020.0,438574440.7475603
Venezuela,October,2015/16,2015,2016,0.1259,7554.0,16653.7192854549
Viet Nam,October,2015/16,2015,2016,28790.0419,1727402514.0,3808270659.4049616
Yemen,October,2015/16,2015,2016,41.246,2474760.0,5455911.879649506
Angola,April,2016/17,2016,2017,14.83,889800.0,1961673.20892213
Bolivia (Plurinational State of),April,2016/17,2016,2017,20.9835,1259010.0,2775641.9271353683
Brazil,April,2016/17,2016,2017,33491.1784,2009470704.0,4430124571.983245
Burundi,April,2016/17,2016,2017,194.4128,11664768.000000002,25716411.411431987
Ecuador,April,2016/17,2016,2017,889.8845,53393070.0,117711569.97202058
Indonesia,April,2016/17,2016,2017,6891.0266,413461596.00000006,911526787.8078057
Madagascar,April,2016/17,2016,2017,92.7566,5565396.0,12269597.921153503
Malawi,April,2016/17,2016,2017,18.516,1110960.0,2449247.547970476
Papua New Guinea,April,2016/17,2016,2017,1169.1449,70148694.0,154651397.68563336
Paraguay,April,2016/17,2016,2017,0.0104,624.0,1375.6845160344
Peru,April,2016/17,2016,2017,3972.8784,238372704.0,525521855.669954
Rwanda,April,2016/17,2016,2017,230.0905,13805430.0,30435763.282366645
Timor-Leste,April,2016/17,2016,2017,81.5306,4891836.0,10784652.307980217
Zimbabwe,April,2016/17,2016,2017,11.1183,667098.0,1470699.3417908913
Congo,July,2016/17,2016,2017,0.0,0.0,0.0
Cuba,July,2016/17,2016,2017,12.6,756000.0,1666694.7021186
Dominican Republic,July,2016/17,2016,2017,24.2085,1452510.0,3202236.4044633433
Haiti,July,2016/17,2016,2017,1.5781,94686.00000000001,208746.89757248914
Philippines,July,2016/17,2016,2017,14.6417,878502.0,1936765.3825404688
Tanzania,July,2016/17,2016,2017,776.6249,46597494.0,102729889.39391965
Zambia,July,2016/17,2016,2017,13.3181,799085.9999999999,1761683.0724036288
Cameroon,October,2016/17,2016,2017,219.8761,13192566.0,29084629.44384917
Central African Republic,October,2016/17,2016,2017,16.7267,1003602.0,2212563.6725339037
Colombia,October,2016/17,2016,2017,13488.0329,809281974.0,1784161347.3358235
Costa Rica,October,2016/17,2016,2017,1006.5873,60395238.0,133148707.94681475
Côte d'Ivoire,October,2016/17,2016,2017,965.8665,57951990.0,127762268.13522498
Democratic Republic of Congo,October,2016/17,2016,2017,79.3877,4763262.0,10501195.158998474
El Salvador,October,2016/17,2016,2017,506.4166,30384996.000000004,66987449.546421774
Equatorial Guinea,October,2016/17,2016,2017,0.0,0.0,0.0
Ethiopia,October,2016/17,2016,2017,3496.9796,209818776.0,462571220.0584779
Gabon,October,2016/17,2016,2017,0.0,0.0,0.0
Ghana,October,2016/17,2016,2017,24.1091,1446546.0000000002,3189088.035146631
