country,calendar_year,exports_1k_bags,exports_kg,exports_lb,population_boy,population_mid
Liberia,2013.0,3.5393333,212359.99800000002,468173.6555668208,4379159.0,4427312.0
Madagascar,2013.0,166.1384486,9968306.916000001,21976354.92855741,23275279.0,23588073.0
Malawi,2013.0,28.7297071,1723782.426,3800289.7315070736,15800613.0,16024776.0
Mexico,2013.0,3132.049713,187922982.78,414299259.002316,116541899.0,117290686.0
Nepal,2013.0,1.2203518,73221.108,161424.91109372198,27356368.0,27381555.0
Nicaragua,2013.0,1660.5499878,99632999.268,219653164.0689973,6074874.0,6119379.0
Nigeria,2013.0,0.7212691,43276.146,95407.5704580834,172396875.0,174726123.0
Panama,2013.0,48.5491876,2912951.256,6421958.235323971,3788191.0,3821556.0
Papua New Guinea,2013.0,810.93264,48655958.4,107268026.57643253,8136248.0,8245627.0
Paraguay,2013.0,0.0081925,491.55000000000007,1083.6822497703677,5963697.0,6005652.0
Peru,2013.0,3736.0759796,224164558.77600002,494198257.2945936,29890409.0,30038809.0
Philippines,2013.0,6.092139,365528.34,805852.0472912783,98875328.0,99700108.0
Rwanda,2013.0,254.2667468,15256004.808,33633733.318769164,10969703.0,11101350.0
Sierra Leone,2013.0,56.9916375,3419498.2500000005,7538703.197326488,6876078.0,6964858.0
Sri Lanka,2013.0,0.2801537,16809.222,37057.9910768987,21075377.0,21131756.0
Tanzania,2013.0,934.7947801,56087686.806,123652183.13974538,48486598.0,49253644.0
Thailand,2013.0,49.3077027,2958462.162,6522292.60823246,69376992.0,69578602.0
Timor-Leste,2013.0,70.2399165,4214394.99,9291150.532365305,1149852.0,1161555.0
Togo,2013.0,90.7565333,5445391.998,12005034.38363177,7015627.0,7106229.0
Trinidad & Tobago,2013.0,2.4859161,149154.966,328830.4122048676,1435637.0,1440729.0
Uganda,2013.0,3671.879,220312740.0,485706450.48575735,34767852.0,35273570.0
Venezuela,2013.0,5.76347,345808.2,762376.5805412292,29656128.0,29838021.0
Viet Nam,2013.0,19717.7644142,1183065864.852,2608213768.791254,89781481.0,90267739.0
Yemen,2013.0,55.3491345,3320948.07,7321437.241111097,26600486.0,26984002.0
Zambia,2013.0,10.2548897,615293.382,1356489.7090317935,14985661.0,15234976.0
Zimbabwe,2013.0,2.1808035,130848.20999999999,288470.9237945794,13405625.0,13555422.0
Angola,2014.0,9.375,562500.0,1240100.224790625,26632353.0,27128337.0
Bolivia (Plurinational State of),2014.0,61.7512667,3705076.002,8168294.369682755,10830295.0,10916988.0
Brazil,2014.0,37335.1728254,2240110369.5239997,4938597996.093372,202584491.0,203459650.0
Burundi,2014.0,252.178,15130680.0,33357439.411973357,10322163.0,10494912.0
Cameroon,2014.0,375.0338667,22502032.001999997,49608488.78920184,21936714.0,22299585.0
Central African Republic,2014.0,75.027,4501620.0,9924373.286972398,4816613.0,4798734.0
Colombia,2014.0,10954.4083574,657264501.444,1449020188.4224045,46461146.0,46677947.0
Congo,2014.0,0.0,0.0,0.0,4885866.0,4944862.0
Costa Rica,2014.0,1208.9184979,72535109.87399998,159912544.10659567,4818584.0,4844288.0
Côte d'Ivoire,2014.0,1489.15115,89349069.0,196980978.75863656,22699290.0,22995555.0
Cuba,2014.0,13.241,794460.0,1751484.488154951,11327808.0,11332026.0
Democratic Republic of Congo,2014.0,150.577,9034620.0,19917927.631818447,74745656.0,76035588.0
Dominican Republic,2014.0,44.8342722,2690056.332,5930559.043578034,10219904.0,10282115.0
Ecuador,2014.0,1129.1651844,67749911.06400001,149362986.56002003,15840491.0,15957994.0
El Salvador,2014.0,461.64911,27698946.599999998,61065724.27577514,6197805.0,6209526.0
Equatorial Guinea,2014.0,0.0,0.0,0.0,1269380.0,1295183.0
Ethiopia,2014.0,3116.69037,187001422.2,412267565.70024276,98396349.0,99746766.0
Gabon,2014.0,0.0,0.0,0.0,1935104.0,1966855.0
Ghana,2014.0,26.4419779,1586518.674,3497674.9586878656,27860868.0,28196358.0
Guatemala,2014.0,3043.4385355,182606312.13,402578006.6144,15568675.0,15713740.0
Guinea,2014.0,24.1208056,1447248.336,3190636.4209803697,11191365.0,11333366.0
Guyana,2014.0,12.5399127,752394.7620000001,1658746.512866647,749202.0,751115.0
Haiti,2014.0,3.1414734,188488.404,415545.79941480205,10337050.0,10412740.0
Honduras,2014.0,4251.826667,255109600.02,562420395.2551973,9044425.0,9127846.0
India,2014.0,5130.9142699,307854856.19400007,678703780.2116711,1299390228.0,1307246509.0
Indonesia,2014.0,6174.8097126,370488582.75600004,816787510.6810235,254772020.0,256229762.0
Jamaica,2014.0,10.2486926,614921.556,1355669.9730208016,2779434.0,2784543.0
Kenya,2014.0,798.7267892,47923607.352,105653468.88887617,45317735.0,45831864.0
Lao People's Democratic Republic,2014.0,369.726347,22183580.819999997,48906424.109409764,6646519.0,6691454.0
Liberia,2014.0,1.3456667,80740.002,178001.23489741422,4475466.0,4519398.0
Madagascar,2014.0,137.8095917,8268575.501999999,18229088.60218392,23900868.0,24215976.0
Malawi,2014.0,25.5353073,1532118.438,3377742.967768287,16248938.0,16477966.0
Mexico,2014.0,2479.5268094,148771608.56399998,327985253.7292076,118039472.0,118755887.0
Nepal,2014.0,0.8629222,51775.331999999995,114145.06818099419,27406742.0,27462106.0
Nicaragua,2014.0,1900.6373843,114038243.05799998,251411290.4016955,6163884.0,6208676.0
Nigeria,2014.0,1.4323063,85938.378,189461.69222389636,177055372.0,179379016.0
Panama,2014.0,51.0247939,3061487.6339999996,6749424.8944304325,3854921.0,3888792.0
Papua New Guinea,2014.0,806.83394,48410036.4,106725861.37202193,8355005.999999999,8464153.0
Paraguay,2014.0,0.0460641,2763.8459999999995,6093.237414909634,6047607.0,6090721.0
Peru,2014.0,2719.88985,163193391.0,359779841.5350122,30187209.0,30353951.0
Philippines,2014.0,12.0375383,722252.298,1592293.7548539473,100524887.0,101325201.0
Rwanda,2014.0,255.6826782,15340960.692,33821028.98249483,11232996.0,11368452.0
Sierra Leone,2014.0,24.0319576,1441917.4559999998,3178883.8423380014,7053639.0,7140688.0
Sri Lanka,2014.0,2.3383577,140301.462,309311.77700382815,21188136.0,21239457.0
Tanzania,2014.0,717.9569368,43077416.208000004,94969446.26300466,50020689.0,50814552.0
Thailand,2014.0,27.3704621,1642227.726,3620492.3949688836,69780213.0,69960943.0
Timor-Leste,2014.0,111.0623633,6663741.7979999995,14691035.914038192,1173258.0,1184830.0
Togo,2014.0,133.9686333,8038117.998,17721016.775490433,7196831.0,7288383.0
Trinidad & Tobago,2014.0,2.137128,128227.68000000001,282693.6440753428,1445822.0,1450661.0
Uganda,2014.0,3442.351,206541060.0,455345093.2168782,35779288.0,36336540.0
Venezuela,2014.0,0.0820858,4925.148,10858.092696759284,30019915.0,30193258.0
Viet Nam,2014.0,26097.1441598,1565828649.5879998,3452061262.822541,90753996.0,91235504.0
Yemen,2014.0,56.9890456,3419342.736,7538360.347644073,27367518.0,27753304.0
Zambia,2014.0,5.2441874,314651.24400000006,693687.2505156442,15484291.0,15737793.0
Zimbabwe,2014.0,11.3021925,678131.55,1495024.1557202046,13705218.0,13855753.0
Angola,2015.0,10.515,630900.0,1390896.412125165,27624320.0,28127721.0
Bolivia (Plurinational State of),2015.0,30.2801583,1816809.498,4005379.318882742,11003680.0,11090086.0
Brazil,2015.0,37562.8467468,2253770804.8080006,4968714100.744799,204334810.0,205188205.0
Burundi,2015.0,230.18855,13811313.0,30448733.07725099,10667662.0,10727148.0
Cameroon,2015.0,390.1427167,23408563.002,51607047.53921015,22662456.0,23012646.0
Central African Republic,2015.0,43.214,2592840.0,5716233.718837554,4780856.0,4819333.0
Colombia,2015.0,12716.3846704,762983080.2240001,1682089758.750624,46894748.0,47119728.0
Congo,2015.0,0.0020367,122.20199999999998,269.40929363531365,5003857.0,5064386.0
Costa Rica,2015.0,1128.190321,67691419.26,149234034.2057288,4869993.0,4895242.0
Côte d'Ivoire,2015.0,1418.3751666,85102509.996,187618918.71339738,23291821.0,23596741.0
Cuba,2015.0,12.79605,767763.0,1692627.6780194216,11336244.0,11339894.0
Democratic Republic of Congo,2015.0,128.285,7697100.0,16969200.782641634,77325521.0,78656904.0
Dominican Republic,2015.0,19.1439671,1148638.026,2532313.3764367285,10344326.0,10405832.0
Ecuador,2015.0,869.0484943,52142909.658,114955438.20110765,16075497.0,16195902.0
El Salvador,2015.0,575.8640571,34551843.426,76173775.6435788,6221248.0,6231066.0
Equatorial Guinea,2015.0,0.0,0.0,0.0,1320986.0,1346973.0
Ethiopia,2015.0,2984.9748167,179098489.002,394844580.39296263,101097184.0,102471896.0
Gabon,2015.0,0.0,0.0,0.0,1998607.0,2028517.0
Ghana,2015.0,40.0215698,2401294.188,5293947.488581727,28531849.0,28870939.0
Guatemala,2015.0,2960.8620078,177651720.468,391655001.75432545,15858805.0,16001107.0
Guinea,2015.0,151.692689,9101561.34,20065508.0243194,11475366.0,11625998.0
Guyana,2015.0,1.9760867,118565.202,261391.5264934149,753028.0,755031.0
Haiti,2015.0,2.6611461,159668.766,352009.37352647417,10488430.0,10563757.0
Honduras,2015.0,5029.6670058,301780020.34800005,665311059.6815542,9211268.0,9294506.0
India,2015.0,5262.2938866,315737633.19600004,696082328.7132792,1315102790.0,1322866505.0
Indonesia,2015.0,8378.6875964,502721255.784,1108310652.9862466,257687503.0,259091970.0
Jamaica,2015.0,11.8739809,712438.8539999999,1570658.8142132892,2789652.0,2794444.0
Kenya,2015.0,712.0561288,42723367.728,94188902.97476503,46345992.0,46851488.0
Lao People's Democratic Republic,2015.0,403.1699016,24190194.096,53330249.13098391,6736389.0,6787419.0
Liberia,2015.0,3.5200001,211200.006,465616.3109624557,4563330.0,4612329.0
Madagascar,2015.0,59.3255179,3559531.074,7847422.728918427,24531083.0,24850912.0
Malawi,2015.0,17.8592197,1071553.182,2362370.38555255,16706994.999999998,16938942.0
Mexico,2015.0,2457.9965011,147479790.06599998,325137281.44519246,119472303.0,120149897.0
Nepal,2015.0,2.0245748,121474.488,267805.4042224464,27517470.0,27610325.0
Nicaragua,2015.0,1753.1587845,105189527.07,231903210.96022493,6253467.0,6298598.0
Nigeria,2015.0,2.8628523,171771.138,378690.53661571816,181702661.0,183995784.0
Panama,2015.0,49.7142205,2982853.23,6576065.708516341,3922664.0,3957098.0
Papua New Guinea,2015.0,711.4821,42688926.0,94112971.96208063,8573300.0,8682174.0
Paraguay,2015.0,0.0,0.0,0.0,6133835.0,6177950.0
Peru,2015.0,2789.83914,167390348.4,369032548.761993,30520694.0,30711863.0
Philippines,2015.0,14.8310425,889862.55,1961811.108067127,102125514.0,103031365.0
Rwanda,2015.0,262.6835499,15761012.993999999,34747085.7898442,11503907.0,11642959.0
Sierra Leone,2015.0,54.0397454,3242384.724,7148234.711271268,7227737.0,7314773.0
Sri Lanka,2015.0,0.482531,28951.86,63827.92550063414,21290778.0,21336697.0
Tanzania,2015.0,708.912463,42534747.78,93773067.17047207,51608414.0,52542824.0
Thailand,2015.0,578.3290715,34699744.29000001,76499841.23414437,70141673.0,70294397.0
Timor-Leste,2015.0,67.6860052,4061160.312,8953325.894794604,1196402.0,1205813.0
Togo,2015.0,178.1048167,10686289.002,23559234.477436062,7379935.0,7473228.0
Trinidad & Tobago,2015.0,1.9322738,115936.428,255596.07186528377,1455500.0,1460177.0
Uganda,2015.0,3595.607,215736420.0,475617391.88893276,36893791.0,37477356.0
Venezuela,2015.0,0.50364,30218.399999999998,66620.16823611203,30366602.0,30529716.0
Viet Nam,2015.0,21943.5021749,1316610130.494,2902628477.8439527,91717011.0,92191398.0
Yemen,2015.0,52.2324134,3133944.804,6909165.610527664,28139090.0,28516545.0
Zambia,2015.0,2.9395502,176373.012,388835.93213902146,15991295.0,16248230.0
Zimbabwe,2015.0,11.0690096,664140.576,1464179.3379380892,14006288.0,14154937.0
Angola,2016.0,10.945,656700.0,1447775.675768895,28631122.0,29154746.0
Bolivia (Plurinational State of),2016.0,22.4563417,1347380.502,2970465.5349488095,11176491.0,11263016.0
Brazil,2016.0,34269.1502534,2056149015.2040002,4533032632.813338,206041600.0,206859578.0
Burundi,2016.0,204.2708313,12256249.877999999,27020405.7400851,10786635.0,10903328.0
Cameroon,2016.0,281.1289667,16867738.002,37186996.77864812,23362837.0,23711630.0
Central African Republic,2016.0,80.018,4801080.0,10584569.577311598,4857810.0,4904178.0
Colombia,2016.0,12831.3907266,769883443.5960001,1697302455.9395204,47344708.0,47625955.0
Congo,2016.0,0.0,0.0,0.0,5124915.0,5186824.0
Costa Rica,2016.0,1006.9283536,60415701.216000006,133193821.61572416,4920491.0,4945205.0
Côte d'Ivoire,2016.0,1432.0436,85922615.99999999,189426942.96213073,23901661.0,24213622.0
Cuba,2016.0,15.4021,924126.0,2037349.0850397532,11343544.0,11342012.0
Democratic Republic of Congo,2016.0,170.9553333,10257319.998,22613519.707145195,79988286.0,81430977.0
Dominican Republic,2016.0,19.3625362,1161752.1720000003,2561225.1193745728,10467338.0,10527592.0
Ecuador,2016.0,922.6263392,55357580.352,122042573.93489829,16316307.0,16439585.0
El Salvador,2016.0,495.9930146,29759580.876,65608645.21600424,6240884.0,6250510.0
Equatorial Guinea,2016.0,0.0,0.0,0.0,1372960.0,1398927.0
Ethiopia,2016.0,3000.72445,180043467.0,396927900.26450396,103846607.0,105293228.0
Gabon,2016.0,0.0,0.0,0.0,2058427.0000000002,2086206.0000000002
Ghana,2016.0,26.8017133,1608102.798,3545259.8067310806,29210029.0,29554303.0
Guatemala,2016.0,2991.1207581,179467245.48599997,395657549.27954286,16143409.0,16291004.0
Guinea,2016.0,250.0291659,15001749.954000002,33073197.315925602,11776631.0,11930985.0
Guyana,2016.0,1.9671328,118027.968,260207.1282637879,757034.0,759087.0
Haiti,2016.0,1.2770179,76621.074,168920.55305084286,10639084.0,10713848.0
Honduras,2016.0,5305.953308,318357198.48,701857481.5977985,9377743.0,9460798.0
India,2016.0,6086.1197369,365167184.214,805055835.0754505,1330630219.0,1338636340.0
Indonesia,2016.0,6545.3920455,392723522.73,865807162.3431808,260496436.0,261850182.0
Jamaica,2016.0,11.2239986,673439.916,1484680.8732703638,2799237.0,2802695.0
Kenya,2016.0,727.0431516,43622589.096,96171346.74470875,47356985.0,47894670.0
Lao People's Democratic Republic,2016.0,385.7797409,23146784.454,51029924.6303743,6838449.0,6891362.0
Liberia,2016.0,2.955,177300.0,390879.590854005,4661328.0,4706098.0
Madagascar,2016.0,75.7958404,4547750.424,10026073.463278329,25170742.0,25501941.0
Malawi,2016.0,22.1486775,1328920.6500000001,2929768.5276336065,17170888.0,17405624.0
Mexico,2016.0,2232.9130734,133974784.40400001,295363840.454535,120827491.0,121519222.0
Nepal,2016.0,2.0712779,124276.674,273983.1668686777,27703181.0,27861186.0
Nicaragua,2016.0,1963.4673074,117808038.444,259722266.5894169,6343729.0,6389235.0
Nigeria,2016.0,1.4005618,84033.708,185262.61365473733,186288908.0,188666931.0
Panama,2016.0,55.585032,3335101.92,7352641.139007369,3991533.0,4026336.0
Papua New Guinea,2016.0,1133.1803071,67990818.426,149894096.3800554,8791048.0,8899170.0
Paraguay,2016.0,0.0093713,562.2780000000001,1239.6107985685746,6222065.0,6266616.0
Peru,2016.0,3959.5835934,237575015.604,523763253.78694516,30903032.0,31132779.0
Philippines,2016.0,12.9434741,776608.446,1712128.5483713741,103937216.0,104875266.0
Rwanda,2016.0,244.3354621,14660127.726,32320049.22395,11782011.0,11930900.0
Sierra Leone,2016.0,25.806877,1548412.62,3413665.4900100282,7401809.0,7493913.0
Sri Lanka,2016.0,1.4493613,86961.678,191717.68255283547,21382617.0,21425494.0
Tanzania,2016.0,904.7976535,54287859.21,119684242.50617388,53477233.0,54401802.0
Thailand,2016.0,130.9525718,7857154.307999999,17322060.13078298,70447121.0,70607037.0
Timor-Leste,2016.0,67.8533082,4071198.492,8975456.293504806,1215224.0,1224562.0
Togo,2016.0,74.8768333,4492609.998,9904509.632740283,7566522.0,7661354.0
Trinidad & Tobago,2016.0,1.7645473,105872.838,233409.6536942603,1464853.0,1469330.0
Uganda,2016.0,3543.097,212585820.0,468671507.85653216,38060921.0,38748299.0
Venezuela,2016.0,0.0,0.0,0.0,30692830.0,30741464.0
Viet Nam,2016.0,29721.2905333,1783277431.9980001,3931453767.6173663,92665784.0,93126528.0
Yemen,2016.0,37.9012596,2274075.5760000004,5013478.45864617,28894000.0,29274002.0
Zambia,2016.0,9.7911194,587467.164,1295143.3993484639,16505165.0,16767760.999999998
Zimbabwe,2016.0,12.2870778,737224.6680000001,1625302.180458656,14303586.0,14452704.0
Angola,2017.0,9.055,543300.0,1197771.470451105,29678369.0,30208628.0
Bolivia (Plurinational State of),2017.0,26.1199916,1567199.4959999998,3455083.461833518,11349540.0,11435534.0
Brazil,2017.0,30924.5678492,1855474070.952,4090620111.076891,207677556.0,208504960.0
Burundi,2017.0,168.8762643,10132575.858000001,22338505.954157975,11020020.0,11155593.0
Cameroon,2017.0,245.0171167,14701027.002,32410216.693036888,24060423.0,24393181.0
Central African Republic,2017.0,18.1126667,1086760.0019999999,2395895.684930951,4950545.0,4996741.0
Colombia,2017.0,12984.5957468,779075744.808,1717568011.1383545,47907203.0,48351670.0
Congo,2017.0,0.0,0.0,0.0,5248732.0,5312340.0
Costa Rica,2017.0,987.1546413,59229278.478,130578207.20845214,4969919.0,4993842.0
Côte d'Ivoire,2017.0,854.6205832,51277234.992000006,113046952.24928162,24525582.0,24848016.0
Cuba,2017.0,15.1269672,907618.0319999999,2000955.245346177,11340479.0,11336405.0
Democratic Republic of Congo,2017.0,88.6189908,5317139.448,11722285.910591822,82873667.0,84283273.0
Dominican Republic,2017.0,24.3960478,1463762.868,3227044.7318168357,10587845.0,10647244.0
Ecuador,2017.0,695.1462968,41708777.808,91952115.08523205,16562863.000000002,16696944.0
El Salvador,2017.0,527.1010812,31626064.871999994,69723538.0569068,6260136.0,6266654.0
Equatorial Guinea,2017.0,0.0,0.0,0.0,1424893.0,1450694.0
Ethiopia,2017.0,3773.4063333,226404379.998,499136217.82951444,106739850.0,108197950.0
Gabon,2017.0,0.0,0.0,0.0,2113984.0,2140215.0
Ghana,2017.0,16.8556397,1011338.382,2229619.475302377,29898576.0,30222262.0
Guatemala,2017.0,3382.6661913,202959971.478,447450144.45042956,16438598.000000002,16578723.000000002
Guinea,2017.0,215.6914713,12941488.277999999,28531097.8180854,12085339.0,12240788.0
Guyana,2017.0,0.8115381,48692.286,107348.11522519005,761140.0,763252.0
Haiti,2017.0,1.886211,113172.66,249503.00641093863,10788613.0,10863544.0
Honduras,2017.0,7340.8439517,440450637.102,971027438.3633142,9543852.0,9626842.0
India,2017.0,6541.5010488,392490062.928,865292471.5823988,1346642460.0,1354195680.0
Indonesia,2017.0,8197.5739739,491854438.43399996,1084353421.6289244,263203928.0,264498852.0
Jamaica,2017.0,10.2324055,613944.3300000001,1353515.5584745419,2806154.0,2808376.0
Kenya,2017.0,709.6382353,42578294.118,93869070.41232559,48432355.0,48948137.0
Lao People's Democratic Republic,2017.0,385.5876533,23135259.198,51004515.79027408,6944276.0,6997917.0
Liberia,2017.0,11.0116667,660700.002,1456594.1706655403,4750867.0,4796631.0
Madagascar,2017.0,57.5361834,3452171.004,7610734.289913028,25833139.0,26169542.0
Malawi,2017.0,12.6223955,757343.73,1669657.1196742584,17640359.0,17881167.0
Mexico,2017.0,2910.6499645,174638997.86999997,385013085.3614159,122210952.0,122839258.0
Nepal,2017.0,0.9745111,58470.666,128905.75297823564,28019191.0,28183426.0
Nicaragua,2017.0,2448.6379304,146918275.824,323899354.44478834,6434741.0,6480532.0
Nigeria,2017.0,2.57984,154790.4,341254.41748521023,191044954.0,193495907.0
Panama,2017.0,50.1411407,3008468.4420000003,6632537.584355026,4061140.0,4096063.0
Papua New Guinea,2017.0,794.1003952,47646023.712000005,105041501.71667673,9007291.0,9114796.0
Paraguay,2017.0,0.002358,141.48,311.910008539338,6311166.0,6355404.0
Peru,2017.0,3945.8232277,236749393.662,521943068.97651625,31362525.0,31605486.0
Philippines,2017.0,8.5486409,512918.454,1130791.6268527287,105813317.0,106738502.0
Rwanda,2017.0,245.9412701,14756476.206,32532461.26253886,12079788.0,12230339.0
Sierra Leone,2017.0,34.973872,2098432.3200000003,4626251.363093179,7586017.0,7677566.0
Sri Lanka,2017.0,1.6893049,101358.29400000001,223456.78786452315,21468371.0,21506812.0
Tanzania,2017.0,664.0793199,39844759.194,87842657.48125817,55326370.0,56267032.0
Thailand,2017.0,141.1263307,8467579.842000002,18667818.071994253,70766953.0,70898202.0
Timor-Leste,2017.0,86.2778885,5176673.3100000005,11412611.08515312,1233900.0,1243235.0
Togo,2017.0,27.3287667,1639726.002,3614977.0376448585,7756185.0,7852795.0
Trinidad & Tobago,2017.0,1.7999997,107999.982,238099.2034765928,1473806.0,1478607.0
Uganda,2017.0,4774.033,286441980.0,631496468.9555053,39435677.0,40127085.0
Venezuela,2017.0,0.0,0.0,0.0,30790097.0,30563433.0
Viet Nam,2017.0,25092.1586831,1505529520.986,3319124439.82873,93587273.0,94033048.0
Yemen,2017.0,46.4221011,2785326.066,6140592.854332066,29654005.0,30034389.0
Zambia,2017.0,12.5689814,754138.8840000001,1662591.6436831132,17030356.0,17298054.0
Zimbabwe,2017.0,2.3491934,140951.604,310745.09476444294,14601823.0,14751101.0
Angola,2018.0,9.3233967,559403.8019999999,1233274.276638098,30738887.0,31273533.0
Bolivia (Plurinational State of),2018.0,22.4596336,1347578.016,2970900.9787813416,11521527.0,11606905.0
Brazil,2018.0,35637.3585892,2138241515.3519998,4714015615.723843,209332364.0,210166592.0
Burundi,2018.0,201.7252364,12103514.184,26683681.173928745,11291166.0,11493472.0
Cameroon,2018.0,287.41525,17244915.0,38018529.7208804,24725940.0,25076747.0
Central African Republic,2018.0,38.528,2311680.0,5096382.022478208,5042937.0,5094780.0
Colombia,2018.0,12807.9726245,768478357.47,1694204771.280493,48796138.0,49276961.0
Congo,2018.0,0.0130833,784.998,1730.6243489070064,5375947.0,5441062.0
Costa Rica,2018.0,1207.9462959,72476777.75400001,159783943.79526326,5017764.0,5040734.0
Côte d'Ivoire,2018.0,1522.4575667,91347454.00199999,201386663.5412115,25170449.0,25493988.0
Cuba,2018.0,33.3468849,2000813.0939999998,4411037.80912609,11332331.0,11328244.0
Democratic Republic of Congo,2018.0,187.9996667,11279980.002,24868099.08642481,85692879.0,87087355.0
Dominican Republic,2018.0,32.2031773,1932190.638,4259751.190261585,10706643.0,10765530.0
Ecuador,2018.0,482.6993325,28961959.950000003,63850192.0788837,16831025.0,17015672.0
El Salvador,2018.0,571.4240657,34285443.942,75586465.31470324,6273173.0,6276342.0
Equatorial Guinea,2018.0,0.0580008,3480.048,7672.192545923848,1476495.0,1502092.0
Ethiopia,2018.0,3589.04802,215342881.2,474749787.347877,109656049.0,111129438.0
Gabon,2018.0,0.0168127,1008.762,2223.9395252626496,2166447.0,2192012.0
Ghana,2018.0,12.400351,744021.06,1640285.6600088163,30545947.0,30870641.0
Guatemala,2018.0,3327.4896563,199649379.37800002,440151538.2150517,16718848.000000002,16850176.0
Guinea,2018.0,156.5050078,9390300.468,20702068.837721445,12396238.0,12554864.0
Guyana,2018.0,1.1789453,70736.71800000001,155947.7686982241,765364.0,785514.0
Haiti,2018.0,2.0191244,121147.46399999999,267084.4397141585,10938474.0,11012421.0
Honduras,2018.0,7143.8844713,428633068.278,944974158.7986544,9709832.0,9792850.0
India,2018.0,5967.2246041,358033476.246,789328701.1115263,1361748899.0,1369003306.0
Indonesia,2018.0,4538.8390548,272330343.288,600385635.4289011,265793777.0,267066843.0
Jamaica,2018.0,9.7515687,585094.122,1289911.7372726637,2810597.0,2811835.0
Kenya,2018.0,753.0309147,45181854.88200001,99608939.37000108,49463919.0,49953304.0
Lao People's Democratic Republic,2018.0,361.0216345,21661298.07,47754987.74375775,7051558.0,7105006.0
Liberia,2018.0,7.7333333,463999.998,1022944.8921291548,4842395.0,4889391.0
Madagascar,2018.0,6.4774326,388645.956,856817.6664881198,26505945.0,26846541.0
Malawi,2018.0,12.079999,724799.9400000001,1597910.3440395228,18121975.0,18367883.0
Mexico,2018.0,2888.1404815,173288428.89000002,382035590.4357391,123467563.0,124013862.0
Nepal,2018.0,1.8452526,110715.156,244085.13749925175,28347660.0,28506712.0
Nicaragua,2018.0,2300.0350324,138002101.944,304242555.80859226,6526322.0,6572232.0
Nigeria,2018.0,3.0129175,180775.05,398540.7646960648,195946859.0,198387623.0
Panama,2018.0,46.8935146,2813610.876,6202950.186312796,4130986.0,4165254.0
Papua New Guinea,2018.0,869.9459834,52196759.004,115074155.68747108,9222301.0,9329227.0
Paraguay,2018.0,0.0135363,812.1779999999999,1790.545991768889,6399642.0,6443328.0
Peru,2018.0,4063.938661,243836319.66000003,537567066.351084,31848448.0,32203944.0
Philippines,2018.0,3.9927242,239563.45200000002,528147.0056476766,107663686.0,108568836.0
Rwanda,2018.0,350.3721832,21022330.992,46346306.46898155,12380890.0,12531808.0
Sierra Leone,2018.0,26.546347,1592780.82,3511480.6274207933,7769114.0,7861281.0
Sri Lanka,2018.0,1.5379155,92274.93000000001,203431.39810762525,21545254.0,21580710.0
Tanzania,2018.0,856.0041365,51360248.19,113229965.02350451,57207694.0,58090443.0
Thailand,2018.0,258.1336572,15488019.432,34145238.00743959,71029452.0,71127802.0
Timor-Leste,2018.0,128.6684667,7720108.002,17019924.744334407,1252570.0,1261845.0
Togo,2018.0,111.04435,6662660.999999999,14688653.162317742,7949405.0,8046679.0
Trinidad & Tobago,2018.0,2.8705688,172234.128,379711.2548434085,1483408.0,1504709.0
Uganda,2018.0,4223.182,253390920.0,558631354.4033836,40818493.0,41515395.0
Venezuela,2018.0,71.7729963,4306379.778,9493942.27685618,30336770.0,29825653.0
Viet Nam,2018.0,31385.0655789,1883103934.7340002,4151533533.809323,94478823.0,94914330.0
Yemen,2018.0,42.1181308,2527087.848,5571275.037103035,30414772.0,30790513.0
Zambia,2018.0,26.168988,1570139.2799999998,3461564.576143271,17565751.0,17835893.0
Zimbabwe,2018.0,4.8053098,288318.588,635633.68140465,14900379.0,15052184.0
Angola,2019.0,23.3571778,1401430.6679999998,3089625.7536271564,31808179.0,32353588.0
Bolivia (Plurinational State of),2019.0,20.3419549,1220517.294,2690780.036711547,11692283.0,11777314.0
Brazil,2019.0,40697.8637087,2441871822.5220003,5383405859.59009,211000821.0,211782878.0
Burundi,2019.0,292.8872914,17573237.483999997,38742356.89636877,11695779.0,11874838.0
Cameroon,2019.0,249.9023999,14994143.994,33056429.044448715,25427553.0,25782341.0
Central African Republic,2019.0,19.2733333,1156399.9980000001,2549425.5954980953,5146623.0,5209324.0
Colombia,2019.0,13672.2255993,820333535.9580001,1808525870.8352075,49757785.0,50187406.0
Congo,2019.0,0.0005553,33.318,73.4536165147983,5506177.0,5570732.0
Costa Rica,2019.0,1039.1443612,62348661.672000006,137455269.96416327,5063704.0,5084532.0
Côte d'Ivoire,2019.0,2104.2571598,126255429.588,278345576.2010946,25817528.0,26147551.0
Cuba,2019.0,22.4859929,1349159.574,2974387.717325909,11324157.0,11316696.0
Democratic Republic of Congo,2019.0,204.5274071,12271644.426,27054344.90885906,88481831.0,89906890.0
Dominican Republic,2019.0,27.3764164,1642584.9840000002,3621280.0140375206,10824418.0,10881882.0
Ecuador,2019.0,506.2668567,30376011.402,66967641.89842273,17200318.0,17343740.0
El Salvador,2019.0,545.8333946,32750003.676,72201398.96978025,6279512.0,6280217.0
Equatorial Guinea,2019.0,0.0,0.0,0.0,1527688.0,1553031.0
Ethiopia,2019.0,3921.2497734,235274986.40399998,518692557.3817096,112602827.0,114120594.0
Gabon,2019.0,0.03,1800.0,3968.32071933,2217576.0,2242786.0
